577,Andre ,8/17/94,94,0,0
578,Hour of the Pig,10/10/90,0,0,0
579,Scorta,1/1/93,92,0,0
580,Princess Caraboo ,9/16/94,97,0,3021629
581,Celluloid Closet,1/30/96,102,0,0
582,Metisse ,1/1/93,94,0,0
583,Dear Diary ,10/12/93,100,0,0
584,I Don't Want to Talk About It ,5/20/93,106,0,0
585,Brady Bunch Movie,2/16/95,84,0,0
586,Home Alone ,11/9/90,103,18000000,476684675
587,Ghost ,7/12/90,127,22000000,505000000
588,Aladdin ,11/25/92,90,28000000,504050219
589,Terminator 2: Judgment Day ,7/1/91,137,100000000,520000000
590,Dances with Wolves ,11/9/90,181,22000000,424208848
591,Tough and Deadly ,2/14/95,92,0,0
592,Batman ,6/23/89,126,35000000,411348924
593,Silence of the Lambs,2/14/91,118,19000000,272742922
594,Snow White and the Seven Dwarfs ,12/20/37,83,1488423,184925486
595,Beauty and the Beast ,11/12/91,84,25000000,377350553
596,Pinocchio ,2/23/40,88,2600000,84300000
597,Pretty Woman ,3/23/90,119,14000000,463000000
598,Window to Paris ,12/1/93,87,0,0
599,Wild Bunch,6/17/69,145,6244087,638641
600,Love and a .45 ,11/23/94,101,0,0
601,Wooden Man's Bride,2/5/94,113,0,0
602,Great Day in Harlem,9/27/94,60,0,0
603,Bye Bye,3/16/95,106,0,0
604,Criminals ,10/10/90,0,0,0
605,One Fine Day ,12/20/96,108,0,97529550
606,Candyman: Farewell to the Flesh ,3/17/95,93,0,13940383
607,Century ,12/31/93,112,0,0
608,Fargo ,4/5/96,98,7000000,60611975
609,Homeward Bound II: Lost in San Francisco ,3/8/96,89,0,32709423
610,Heavy Metal ,8/7/81,90,9300000,0
611,Hellraiser: Bloodline ,3/8/96,86,4000000,16675000
612,Pallbearer,5/3/96,97,8000000,0
613,Jane Eyre ,2/9/96,112,0,0
614,Loaded ,4/12/96,91,500000,0
615,Bread and Chocolate ,5/5/74,100,0,0
616,Aristocats,12/24/70,78,4000000,55675257
617,Flower of My Secret,9/22/95,107,0,0
618,Two Much ,2/14/96,118,0,0
619,Ed ,3/15/96,94,0,0
620,Scream of Stone ,1/1/91,105,0,0
621,My Favorite Season ,5/14/93,127,0,0
623,Modern Affair,9/6/96,90,0,0
624,Condition Red ,12/8/95,83,0,0
625,Asfour Stah ,1/1/90,98,0,0
626,Thin Line Between Love and Hate,4/4/96,108,0,0
627,Last Supper,9/8/95,92,0,442965
628,Primal Fear ,4/3/96,129,30000000,102616183
629,Rude ,9/8/95,89,0,0
630,Carried Away ,1/26/96,109,0,0
631,All Dogs Go to Heaven 2 ,3/29/96,82,0,8620678
632,Land and Freedom ,1/1/95,109,0,0
633,Denise Calls Up ,5/17/95,80,0,0
634,Theodore Rex ,12/14/95,92,33500000,0
635,Family Thing,3/29/96,109,0,0
636,Frisk ,3/22/96,88,0,0
637,Sgt. Bilko ,3/29/96,90,0,0
638,Jack and Sarah ,6/2/95,110,0,218626
639,Girl 6 ,3/22/96,108,0,0
640,Diabolique ,3/22/96,107,0,0
641,Little Indian,12/14/94,90,0,0
642,Roula ,9/11/95,97,0,0
643,Peanuts - Die Bank zahlt alles ,3/21/96,0,0,0
644,Happy Weekend ,3/14/96,0,0,65335
645,Nelly & Monsieur Arnaud ,10/18/95,106,0,0
647,Courage Under Fire ,7/4/96,117,46000000,100860818
648,Mission: Impossible ,5/21/96,110,80000000,457696359
649,Cold Fever ,2/10/95,85,0,0
650,Moll Flanders ,6/14/96,123,0,0
651,Superweib,3/6/96,86,0,0
652,301,4/22/95,100,0,0
653,Dragonheart ,5/31/96,103,57000000,115267375
654,Und keiner weint mir nach ,2/29/96,0,0,0
655,Mutters Courage ,9/12/95,93,0,0
656,Eddie ,5/31/96,100,0,0
657,Yankee Zulu ,12/1/93,100,0,0
658,Billy's Holiday ,7/26/95,92,0,0
659,Purple Noon ,3/10/60,115,0,0
660,August ,8/8/96,94,0,0
661,James and the Giant Peach ,4/12/96,79,38000000,28921264
662,Fear ,4/12/96,97,0,0
663,Kids in the Hall: Brain Candy ,4/2/96,89,0,0
664,Faithful ,4/3/96,91,13000000,9789900
665,Underground ,5/13/95,170,14000000,0
666,All Things Fair ,3/8/95,130,0,0
667,Bloodsport 2 ,3/1/96,90,0,684351
668,Pather Panchali ,8/26/55,125,0,536364
669,Aparajito ,10/10/90,0,0,0
670,World of Apu,5/1/59,117,0,16000
671,Mystery Science Theater 3000: The Movie ,4/19/96,73,0,0
672,Tarantella ,3/15/96,100,0,0
673,Space Jam ,11/15/96,88,80000000,230000000
674,Barbarella ,10/10/68,98,0,0
675,Hostile Intentions ,1/1/95,90,0,0
676,They Bite ,1/1/96,98,0,0
678,Some Folks Call It a Sling Blade ,3/26/94,25,0,0
679,Run of the Country,9/22/95,0,0,0
680,Alphaville ,5/5/65,100,220000,0
681,Clean Slate ,11/4/81,128,0,0
682,Tigrero: A Film That Was Never Made ,1/1/94,75,0,0
683,Eye of Vichy,5/20/93,110,0,0
684,Windows ,1/18/80,96,0,0
685,It's My Party ,3/22/96,110,0,0
687,Country Life ,10/27/94,118,0,0
688,Operation Dumbo Drop ,7/28/95,107,0,0
690,Promise,2/16/95,115,0,0
691,Mrs. Winterbourne ,4/19/96,105,25000000,10070000
692,Solo ,10/23/96,94,0,0
693,Under the Domin Tree ,1/1/94,0,0,0
694,Substitute,4/19/96,114,0,0
695,True Crime ,3/12/96,94,0,0
696,Butterfly Kiss ,7/6/95,88,0,0
697,Feeling Minnesota ,9/13/96,99,0,0
698,Delta of Venus ,6/9/95,99,0,62949
699,To Cross the Rubicon ,1/1/91,0,0,0
700,Angus ,9/15/95,90,0,0
701,Daens ,9/1/92,138,0,0
702,Faces ,11/24/68,130,275000,0
703,Boys ,5/10/96,86,0,0
704,Quest,4/19/96,95,30000000,57400547
705,Cosi ,3/4/96,102,0,0
706,Sunset Park ,4/26/96,99,0,0
707,Mulholland Falls ,4/26/96,107,0,0
708,Truth About Cats & Dogs,4/26/96,93,0,0
709,Oliver & Company ,11/18/88,74,0,0
710,Celtic Pride ,4/19/96,91,0,0
711,Flipper ,5/17/96,95,25530000,20080020
712,Captives ,5/3/94,100,0,0
713,Of Love and Shadows ,5/10/94,103,0,0
714,Dead Man ,5/26/95,121,9000000,0
715,Horseman on the Roof,9/20/95,135,35000000,15000000
716,Switchblade Sisters ,1/5/75,91,0,0
717,Mouth to Mouth ,11/10/95,106,0,0
718,Visitors,1/27/93,107,0,0
719,Multiplicity ,7/19/96,117,45000000,0
720,Wallace & Gromit: The Best of Aardman Animation ,10/10/90,0,0,0
721,Halfmoon ,10/10/90,0,0,0
722,Haunted World of Edward D. Wood Jr.,5/1/96,112,0,0
723,Two Friends ,3/20/02,86,0,0
724,Craft,5/3/96,101,15000000,24769466
725,Great White Hype,5/3/96,91,0,0
726,Last Dance ,5/2/96,103,0,5
727,War Stories ,10/10/90,95,0,0
728,Cold Comfort Farm ,1/1/95,95,0,0
729,Institute Benjamenta,8/1/95,104,0,0
730,Low Life,10/10/90,0,0,0
731,Heaven's Prisoners ,5/17/96,132,25000000,0
732,Original Gangstas ,5/10/96,99,0,0
733,Rock,6/6/96,136,75000000,335062621
734,Getting Away With Murder ,4/12/96,91,0,0
735,Cemetery Man ,3/25/94,105,4000000,0
736,Twister ,5/9/96,113,92000000,494471524
737,Barb Wire ,5/2/96,98,0,3793614
738,Garcu,10/31/95,102,0,0
739,Honigmond ,10/10/90,0,0,0
741,Ghost in the Shell ,11/18/95,83,0,515905
742,Thinner ,10/25/96,92,0,0
743,Spy Hard ,5/24/96,81,18000000,0
744,Brothers in Trouble ,8/23/95,102,0,0
745,Close Shave,12/24/95,30,0,0
746,Force of Evil ,12/25/48,78,0,0
747,Stupids,8/30/96,94,0,0
748,Arrival,5/31/96,115,25000000,14048372
749,Man from Down Under,8/4/43,103,0,0
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb ,1/29/64,95,1800000,9440272
751,Careful ,9/30/92,100,0,0
752,Vermont Is For Lovers ,10/10/90,88,0,0
753,Month by the Lake,9/11/95,92,0,0
754,Gold Diggers: The Secret of Bear Mountain ,11/3/95,94,0,0
755,Kim ,12/7/50,113,0,0
756,Carmen Miranda: Bananas Is My Business ,4/13/95,0,0,0
757,Ashes of Time ,9/16/94,100,0,0
758,Jar,4/1/94,86,0,0
759,Maya Lin: A Strong Clear Vision ,11/10/95,105,0,0
760,Stalingrad ,1/21/93,134,0,0
761,Phantom,6/6/96,100,45000000,17300889
762,Striptease ,6/28/96,115,50000000,113309743
763,Last of the High Kings,12/6/96,102,0,0
764,Heavy ,1/20/95,105,0,0
765,Jack ,8/9/96,113,45000000,0
766,I Shot Andy Warhol ,5/1/96,103,0,1814290
767,Grass Harp,9/10/95,107,0,0
768,Someone Else's America ,9/9/95,96,0,0
769,Marlene Dietrich: Shadow and Light ,10/10/90,0,0,0
770,Costa Brava ,10/10/90,0,0,0
771,Vie est belle,11/17/87,80,0,0
772,Quartier Mozart ,5/26/92,80,0,0
773,Touki Bouki ,7/1/73,85,0,0
774,Wend Kuuni ,1/1/82,75,0,0
775,Spirits of the Dead ,5/17/68,121,0,0
776,Babyfever ,5/4/94,109,0,0
777,Pharaoh's Army ,1/1/95,90,50,0
778,Trainspotting ,2/23/96,94,4000000,16491080
779,'Til There Was You ,5/30/97,113,10000000,0
780,Independence Day ,6/25/96,145,75000000,816969268
781,Stealing Beauty ,3/29/96,116,0,0
782,Fan,8/15/96,116,55000000,18626419
783,Hunchback of Notre Dame,6/21/96,91,100000000,100138851
784,Cable Guy,6/14/96,96,47000000,102825796
785,Kingpin ,7/4/96,113,27000000,25023434
786,Eraser ,6/21/96,115,100000000,242295562
787,Gate of Heavenly Peace,1/1/95,180,0,0
788,Nutty Professor,6/26/96,95,54000000,128769345
789,I,8/9/90,105,0,0
790,An Unforgettable Summer ,5/15/94,82,0,65352
791,Last Klezmer: Leopold Kozlowski,10/10/90,0,0,0
792,Hungarian Fairy Tale,1/1/87,97,0,0
793,My Life and Times With Antonin Artaud ,1/1/93,90,0,0
794,Midnight Dancers ,9/9/94,100,0,0
795,Somebody to Love ,9/27/94,102,0,0
796,Very Natural Thing,1/1/74,80,0,0
797,Old Lady Who Walked in the Sea,9/18/91,0,0,0
798,Daylight ,12/6/96,115,80000000,159212469
799,Frighteners,7/18/96,110,30000000,29359216
800,Lone Star ,6/21/96,135,5000000,13269963
801,Harriet the Spy ,7/10/96,100,12000000,0
802,Phenomenon ,7/5/96,123,32000000,152036382
803,Walking and Talking ,7/17/96,86,0,0
804,She's the One ,8/26/96,96,3500000,9482579
805,Time to Kill,7/24/96,149,40000000,152266007
806,American Buffalo ,9/13/96,88,0,665450
807,Rendezvous in Paris ,3/22/95,94,0,0
808,Alaska ,8/14/96,109,23000000,0
809,Fled ,7/19/96,98,25000000,17193231
810,Kazaam ,7/17/96,93,20000000,0
811,Bewegte Mann,10/10/90,0,0,0
812,Magic Hunter ,10/23/94,106,0,0
813,Larger Than Life ,10/31/96,93,30000000,0
814,Boy Called Hate,5/22/96,0,0,0
815,Power 98 ,5/17/96,89,0,0
816,Two Deaths ,9/10/95,102,0,0
818,Very Brady Sequel,8/23/96,90,0,0
819,Stefano Quantestorie ,5/26/93,82,0,0
820,Death in the Garden ,9/21/56,104,0,0
821,Crude Oasis,10/10/90,0,0,0
822,Hedd Wyn ,1/1/92,0,0,0
823,Collectionneuse,3/2/67,89,0,0
824,Kaspar Hauser ,9/11/93,139,0,0
825,Echte Kerle ,5/30/96,100,0,0
826,Diebinnen ,6/20/96,0,0,0
827,Convent,9/6/95,91,0,0
828,Adventures of Pinocchio,7/26/96,90,0,0
829,Joe's Apartment ,7/26/96,78,13000000,4619014
830,First Wives Club,9/20/96,103,26000000,116400000
831,Stonewall ,10/1/95,99,0,0
832,Ransom ,11/8/96,117,80000000,309492681
833,High School High ,10/25/96,86,0,21302121
834,Phat Beach ,8/2/96,89,0,0
835,Foxfire ,8/23/96,102,0,258263
836,Chain Reaction ,8/2/96,107,50000000,60209334
837,Matilda ,8/2/96,98,36000000,33459416
838,Emma ,8/2/96,121,6000000,22231658
839,Crow: City of Angels,8/29/96,84,13000000,17917287
840,House Arrest ,8/14/96,108,0,0
841,Eyes Without a Face ,1/11/60,88,0,0
842,Tales from the Crypt Presents: Bordello of Blood ,8/16/96,87,15000000,5
843,Lotto Land ,6/1/95,87,0,0
844,Story of Xinghua,3/30/94,90,0,0
845,Day the Sun Turned Cold,1/1/94,99,0,0
846,Flirt ,9/14/95,85,0,0
847,Big Squeeze,9/6/96,98,0,0
848,Spitfire Grill,8/23/96,117,6000000,12643776
849,Escape from L.A. ,8/9/96,97,50000000,42277365
850,Cyclo ,1/1/95,123,0,0
851,Basquiat ,8/9/96,108,2962051,3011195
852,Tin Cup ,8/16/96,135,45000000,53854588
853,Dingo ,6/2/91,109,200000,300000
854,Ballad of Narayama,6/1/58,98,0,0
855,Every Other Weekend ,8/28/90,104,0,0
856,Mille bolle blu ,1/1/93,0,0,0
857,Crows and Sparrows ,1/1/49,0,0,0
858,Godfather,3/15/72,175,6000000,245066411
859,Hippie Revolution,10/10/90,0,0,0
860,Maybe,10/5/94,90,0,0
861,Supercop ,7/4/92,95,900000,20483423
862,Manny & Lo ,1/22/96,88,500000,431326
863,Celestial Clockwork ,10/10/90,0,0,0
864,Wife,4/29/53,89,0,0
865,Small Faces ,4/5/96,108,1850000,0
866,Bound ,9/13/96,108,4500000,7011317
867,Carpool ,8/23/96,89,17000000,0
868,Death in Brunswick ,11/8/90,109,0,0
869,Kansas City ,8/16/96,116,18000000,0
870,Gone Fishin' ,5/30/97,94,53000000,0
871,Lover's Knot ,7/12/96,82,0,0
872,Aiqing wansui ,9/2/94,118,0,0
873,Shadow of Angels ,1/31/76,101,0,0
874,Killer: A Journal of Murder ,9/6/96,91,0,0
875,Nothing to Lose ,1/1/94,0,0,0
876,Police Story 4: Project S ,10/21/93,104,0,0
877,Girls Town ,8/21/96,90,0,0
878,Bye-Bye ,8/30/95,104,0,0
879,Relic,1/10/97,110,60000000,33956608
880,Island of Dr. Moreau,8/23/96,96,40000000,49627779
881,First Kid ,8/30/96,101,0,0
882,Trigger Effect,8/30/96,94,0,0
884,Sweet Nothing ,6/8/95,89,0,0
885,Bogus ,9/6/96,110,32000000,0
886,Bulletproof ,9/6/96,84,25000000,22611954
887,Talk of Angels ,10/30/98,96,0,0
888,Land Before Time III: The Time of the Great Giving ,8/1/95,71,0,0
889,1-900 ,9/1/94,0,0,0
890,Baton Rouge ,10/8/88,0,0,0
891,Halloween: The Curse of Michael Myers ,9/29/95,88,5000000,15116634
892,Twelfth Night ,10/31/96,134,0,0
893,Mother Night ,11/1/96,114,0,0
894,Liebelei ,3/10/33,88,0,0
895,Venice/Venice ,5/25/10,110,0,0
896,Wild Reeds ,5/5/94,115,0,0
897,For Whom the Bell Tolls ,7/12/43,170,3000000,0
898,Philadelphia Story,12/1/40,112,0,0
899,Singin' in the Rain ,4/10/52,103,2540800,1729345
900,American in Paris,8/8/51,113,2723903,4500000
901,Funny Face ,2/13/57,103,0,0
902,Breakfast at Tiffany's ,10/5/61,110,2500000,9500000
903,Vertigo ,5/9/58,128,2479000,28000000
904,Rear Window ,8/1/54,112,1000000,36764313
905,It Happened One Night ,2/22/34,105,325000,0
906,Gaslight ,5/4/44,114,2068000,0
907,Gay Divorcee,10/12/34,107,520000,0
908,North by Northwest ,7/8/59,136,4000000,13275000
909,Apartment,6/15/60,125,3000000,25000000
910,Some Like It Hot ,3/29/59,122,3500000,25000000
911,Charade ,12/5/63,113,4000000,13474588
912,Casablanca ,11/26/42,102,950000,10462500
913,Maltese Falcon,11/18/41,100,375000,1000000
914,My Fair Lady ,10/21/64,170,17000000,72000000
915,Sabrina ,1/1/54,113,2238813,10000000
916,Roman Holiday ,9/2/53,119,1500000,12000000
917,Little Princess,3/17/39,93,0,0
918,Meet Me in St. Louis ,1/1/44,113,0,0
919,Wizard of Oz,4/17/39,102,2777000,16538431
920,Gone with the Wind ,12/15/39,238,4000000,400176459
921,My Favorite Year ,10/1/82,92,0,0
922,Sunset Blvd. ,8/10/50,110,1752000,5000000
923,Citizen Kane ,4/30/41,119,839727,23217674
924,2001: A Space Odyssey ,4/5/68,149,12000000,56715371
925,Golden Earrings ,8/27/47,95,0,0
926,All About Eve ,10/2/50,138,1400000,63463
927,Women,1/1/39,133,1688000,2270000
928,Rebecca ,4/12/40,130,1288000,43455
929,Foreign Correspondent ,8/16/40,120,0,0
930,Notorious ,8/15/46,102,2000000,8000000
931,Spellbound ,12/28/45,111,1500000,7000000
932,Affair to Remember,1/1/57,111,0,0
933,To Catch a Thief ,8/3/55,106,2500000,8750000
934,Father of the Bride ,6/16/50,92,0,0
935,Band Wagon,8/7/53,112,0,0
936,Ninotchka ,10/6/39,110,1365000,2279000
937,Love in the Afternoon ,6/30/57,130,0,0
938,Gigi ,4/15/58,116,0,0
939,Reluctant Debutante,1/1/58,94,0,0
940,Adventures of Robin Hood,5/13/38,102,2033000,3981000
941,Mark of Zorro,11/8/40,94,0,0
942,Laura ,10/11/44,88,1020000,2000000
943,Ghost and Mrs. Muir,6/26/47,104,0,0
944,Lost Horizon ,9/1/37,97,4000000,0
945,Top Hat ,9/6/35,101,609000,3202000
946,To Be or Not to Be ,3/6/42,99,0,0
947,My Man Godfrey ,9/17/36,94,0,0
948,Giant ,10/10/56,201,5400000,35000000
949,East of Eden ,3/9/55,115,0,0
950,Thin Man,5/25/34,93,226408,1423000
951,His Girl Friday ,1/1/40,92,0,0
952,Around the World in 80 Days ,10/17/56,167,6000000,42000000
953,It's a Wonderful Life ,12/20/46,130,3180000,6600000
954,Mr. Smith Goes to Washington ,10/19/39,129,1900000,9600000
955,Bringing Up Baby ,2/18/38,102,1073000,0
956,Penny Serenade ,4/24/41,119,0,0
957,Scarlet Letter,8/9/26,115,0,0
958,Lady of Burlesque ,6/1/43,91,0,0
959,Of Human Bondage ,7/20/34,83,0,0
960,Angel on My Shoulder ,9/20/46,100,0,0
961,Little Lord Fauntleroy ,3/6/36,98,0,0
962,They Made Me a Criminal ,1/28/39,92,0,0
963,Inspector General,12/31/49,101,0,0
964,Angel and the Badman ,2/15/47,100,0,0
965,39 Steps,6/1/35,87,0,0
966,Walk in the Sun,12/25/45,117,0,0
967,Outlaw,2/5/43,116,0,0
968,Night of the Living Dead ,10/1/68,96,114000,0
969,African Queen,12/3/51,105,1300000,10750000
970,Beat the Devil ,11/24/53,89,1000000,0
971,Cat on a Hot Tin Roof ,2/17/58,108,3000000,17000000
972,Last Time I Saw Paris,1/1/54,116,0,0
973,Meet John Doe ,3/12/41,122,0,0
974,Algiers ,6/28/38,96,0,0
975,Something to Sing About ,9/30/37,93,0,0
976,Farewell to Arms,12/8/32,85,4,25
977,Moonlight Murder ,3/27/36,65,0,0
978,Blue Angel,10/10/90,0,0,0
979,Nothing Personal ,10/18/96,83,0,0
980,In the Line of Duty 2 ,1/1/85,93,0,0
981,Dangerous Ground ,2/12/97,95,0,3028094
982,Picnic ,11/18/55,115,0,0
983,Madagascar Skin ,1/26/95,96,0,0
984,Pompatus of Love,7/26/96,99,0,0
985,Small Wonders ,1/1/95,77,0,0
986,Fly Away Home ,9/13/96,107,0,0
987,Bliss ,4/14/97,103,0,294064
988,Grace of My Heart ,9/13/96,116,0,0
989,Schlafes Bruder ,9/8/95,127,0,0
990,Maximum Risk ,9/13/96,100,25000000,51702483
991,Michael Collins ,10/25/96,132,28000000,16900000
992,Rich Man's Wife,9/13/96,94,0,8538318
993,Infinity ,10/4/96,119,0,0
994,Big Night ,9/20/96,107,0,0
996,Last Man Standing ,9/20/96,101,67000000,47267001
997,Caught ,1/24/96,110,0,0
998,Set It Off ,11/6/96,118,9000000,41590886
999,2 Days in the Valley ,9/11/96,104,0,0
1000,Curdled ,9/6/96,88,2300000,49620
1001,Associate,8/22/79,94,0,0
1002,Ed's Next Move ,10/18/96,88,0,0
1003,Extreme Measures ,9/27/96,118,38000000,17380126
1004,Glimmer Man,10/4/96,92,45000000,0
1005,D3: The Mighty Ducks ,10/4/96,104,0,22955097
1006,Chamber,10/11/96,113,50000000,22540359
1007,Apple Dumpling Gang,7/1/75,100,0,0
1008,Davy Crockett,5/25/55,93,0,0
1009,Escape to Witch Mountain ,3/21/75,97,0,20000000
1010,Love Bug,12/22/68,107,0,0
1011,Herbie Rides Again ,2/14/74,88,0,0
1012,Old Yeller ,12/25/57,83,0,0
1013,Parent Trap,6/12/61,129,0,0
1014,Pollyanna ,5/19/60,134,0,0
1015,Homeward Bound: The Incredible Journey ,2/3/93,84,0,0
1016,Shaggy Dog,3/19/59,104,0,0
1017,Swiss Family Robinson ,12/21/60,126,0,0
1018,That Darn Cat! ,12/2/65,112,0,0
1019,20,12/23/54,127,5000000,28200000
1020,Cool Runnings ,9/30/93,98,14000000,154864401
1021,Angels in the Outfield ,7/15/94,102,0,50236831
1022,Cinderella ,3/4/50,74,2900000,62141149
1023,Winnie the Pooh and the Blustery Day ,12/20/68,25,0,0
1024,Three Caballeros,7/21/44,71,0,0
1025,Sword in the Stone,12/25/63,79,0,0
1026,So Dear to My Heart ,11/29/48,79,0,0
1027,Robin Hood: Prince of Thieves ,6/14/91,143,48000000,390493908
1028,Mary Poppins ,8/27/64,139,6000000,102272727
1029,Dumbo ,10/23/41,64,812000,1600000
1030,Pete's Dragon ,11/3/77,128,10000000,0
1031,Bedknobs and Broomsticks ,10/7/71,117,20000000,0
1032,Alice in Wonderland ,7/3/51,75,3000000,572000000
1033,Fox and the Hound,7/10/81,83,12000000,29800000
1034,Freeway ,8/23/96,110,3000000,0
1035,Sound of Music,3/2/65,174,8200000,163214286
1036,Die Hard ,7/15/88,131,28000000,140767956
1037,Lawnmower Man,3/5/92,108,10000000,32101000
1038,Unhook the Stars ,9/4/96,103,0,0
1039,Synthetic Pleasures ,9/13/95,85,0,0
1040,Secret Agent,11/8/96,95,0,0
1041,Secrets & Lies ,5/24/96,142,4500000,13417292
1042,That Thing You Do! ,10/4/96,108,0,34585416
1043,To Gillian on Her 37th Birthday ,10/18/96,93,0,4137645
1044,Surviving Picasso ,9/4/96,125,16000000,1985001
1045,Love Is All There Is ,5/10/96,105,0,0
1046,Beautiful Thing ,6/21/96,90,0,1500000
1047,Long Kiss Goodnight,10/11/96,120,65000000,89456761
1049,Ghost and the Darkness,10/11/96,109,50000000,75000000
1050,Looking for Richard ,10/11/96,112,0,0
1051,Trees Lounge ,10/11/96,95,0,0
1052,Proprietor,9/9/96,0,0,0
1053,Normal Life ,1/26/96,101,0,0
1054,Get on the Bus ,10/16/96,120,2400000,5731103
1055,Shadow Conspiracy ,1/31/97,103,45000000,2154540
1056,Jude ,2/6/96,123,7000000,405000
1057,Everyone Says I Love You ,12/6/96,101,20000000,0
1058,Bitter Sugar ,2/10/96,102,0,0
1059,William Shakespeare's Romeo and Juliet ,10/31/96,120,14500000,147298761
1060,Swingers ,10/18/96,94,200000,4505922
1061,Sleepers ,10/18/96,147,44000000,165615285
1062,Sunchaser,5/29/96,122,0,0
1063,Johns ,12/10/96,96,0,0
1064,Aladdin and the King of Thieves ,5/20/96,80,0,0
1065,Woman in Question,2/18/52,88,0,0
1066,Shall We Dance? ,5/7/37,109,0,0
1067,Damsel in Distress,11/19/37,101,0,0
1068,Crossfire ,7/22/47,86,0,0
1069,Murder,12/9/44,95,0,0
1070,Macao ,4/30/52,81,0,0
1071,For the Moment ,10/1/93,115,120,0
1073,Willy Wonka and the Chocolate Factory ,6/29/71,100,2900000,4000000
1075,Sexual Life of the Belgians,1/28/94,85,0,0
1076,Innocents,12/25/61,100,0,0
1077,Sleeper ,12/17/73,89,2000000,18344729
1078,Bananas ,4/28/71,82,2000000,0
1079,Fish Called Wanda,7/15/88,108,7500000,62493712
1080,Monty Python's Life of Brian ,8/16/79,94,4000000,20045115
1081,Victor/Victoria ,4/25/82,132,0,28215453
1082,Candidate,8/23/72,110,0,0
1083,Great Race,7/1/65,160,12000000,25333333
1084,Bonnie and Clyde ,7/18/67,111,2500000,50700000
1085,Old Man and the Sea,10/7/58,86,0,0
1086,Dial M for Murder ,5/29/54,104,1400000,3000000
1087,Madame Butterfly ,11/22/95,135,0,0
1088,Dirty Dancing ,8/21/87,100,6000000,213954274
1089,Reservoir Dogs ,6/25/92,99,1200000,14661007
1090,Platoon ,12/18/86,120,6000000,138530565
1091,Weekend at Bernie's ,7/5/89,97,6500000,30218387
1092,Basic Instinct ,3/20/92,127,49000000,352927224
1093,Doors,3/1/91,140,38000000,34416893
1094,Crying Game,9/2/92,112,3705538,62548947
1095,Glengarry Glen Ross ,9/15/92,100,12500000,10725228
1096,Sophie's Choice ,12/8/82,151,12000000,30036000
1097,E.T. the Extra-Terrestrial ,4/3/82,115,10500000,792910554
1098,Search for One-eye Jimmy,11/14/94,80,0,0
1099,Christmas Carol,12/16/38,69,0,0
1100,Days of Thunder ,6/27/90,107,60000000,157920733
1101,Top Gun ,5/16/86,110,15000000,356830601
1102,American Strays ,9/12/96,97,0,1910
1103,Rebel Without a Cause ,10/27/55,111,1500000,0
1104,Streetcar Named Desire,9/18/51,125,1800000,8000000
1105,Children of the Corn IV: The Gathering ,10/8/96,85,0,0
1106,Leopard Son,9/27/96,87,0,0
1107,Loser ,10/10/90,0,0,0
1108,Prerokbe Ognja ,10/10/90,0,0,0
1109,Charm's Incidents ,10/10/90,0,0,0
1110,Bird of Prey ,9/12/95,105,0,0
1111,Microcosmos ,5/20/96,80,0,0
1112,Palookaville ,9/7/95,92,0,0
1113,Associate,10/25/96,114,0,0
1114,Funeral,1/26/96,99,0,0
1115,Sleepover ,10/12/13,6,0,0
1116,Single Girl,5/29/95,90,0,0
1117,Eighth Day,1/1/96,118,0,0
1118,Tashunga ,1/3/96,90,0,0
1119,Drunks ,3/14/97,90,0,0
1120,People vs. Larry Flynt,10/13/96,129,36000000,20300385
1121,Glory Daze ,10/1/95,100,0,0
1122,Plutonium Circus ,10/10/90,0,0,0
1123,Perfect Candidate,6/19/96,105,0,0
1124,On Golden Pond ,12/4/81,109,0,19255967
1125,Return of the Pink Panther,5/21/75,113,5000000,41833347
1126,Drop Dead Fred ,4/19/91,103,0,13
1127,Abyss,8/8/89,139,70000000,90000098
1128,Fog,2/8/80,89,1000000,21378361
1129,Escape from New York ,6/24/81,99,6000000,50000000
1130,Howling,4/3/81,91,1000000,17985893
1131,Jean de Florette ,8/27/86,120,0,0
1132,Manon of the Spring ,11/19/86,120,0,0
1133,Talking About Sex ,10/10/90,0,0,0
1134,Johnny 100 Pesos ,1/1/93,90,0,0
1135,Private Benjamin ,10/6/80,109,0,0
1136,Monty Python and the Holy Grail ,3/13/75,91,400000,5028948
1137,Hustler White ,7/19/96,79,0,127251
1138,Dadetown ,9/2/95,93,0,0
1139,Everything Relative ,9/13/96,110,0,0
1140,Entertaining Angels: The Dorothy Day Story ,9/27/96,112,0,0
1141,Hoogste tijd ,10/10/90,0,0,0
1142,Get Over It ,10/10/90,0,0,0
1143,Three Lives and Only One Death ,5/15/96,123,500000,0
1144,Line King: Al Hirschfeld,9/27/96,86,0,0
1145,Snowriders ,10/17/96,96,0,2035470
1146,Curtis's Charm ,9/18/95,74,0,0
1147,When We Were Kings ,10/25/96,89,0,2666118
1148,Wrong Trousers,12/17/93,30,0,0
1149,JLG/JLG - autoportrait de d_cembre ,1/1/94,62,0,0
1150,Return of Martin Guerre,5/12/82,122,0,0
1151,Faust ,9/10/94,97,0,0
1152,He Walked by Night ,11/24/48,79,0,0
1153,Raw Deal ,5/26/48,79,0,0
1154,T-Men ,12/15/47,92,0,0
1155,Invitation,10/10/90,0,0,0
1156,Children Are Watching us,10/27/44,84,0,0
