,MovieId,Movie Title,Genre,year,runtime,revenue,budget
966,978,Blue Angel,,0,,,
967,979,Nothing Personal ,"Drama,War",1996-10-18,83,0,0
968,980,In the Line of Duty 2 ,Action,1985-01-01,93,0,0
969,981,Dangerous Ground ,Drama,1997-02-12,95,3028094,0
970,982,Picnic ,Drama,1955-11-18,115,0,0
971,983,Madagascar Skin ,Romance,1995-01-26,96,0,0
972,984,Pompatus of Love,,1996-07-26,99,0,0
973,985,Small Wonders ,Documentary,1995-01-01,77,0,0
974,986,Fly Away Home ,"Adventure,Children's",1996-09-13,107,0,0
975,987,Bliss ,"Drama,Romance",1997-04-14,103,294064,0
976,988,Grace of My Heart ,"Comedy,Drama",1996-09-13,116,0,0
977,989,Schlafes Bruder ,Drama,1995-09-08,127,0,0
978,990,Maximum Risk ,"Action,Adventure,Thriller",1996-09-13,100,51702483,25000000
979,991,Michael Collins ,"Drama,War",1996-10-25,132,16900000,28000000
980,992,Rich Man's Wife,,1996-09-13,94,8538318,0
981,993,Infinity ,Drama,1996-10-04,119,0,0
982,994,Big Night ,Drama,1996-09-20,107,0,0
983,996,Last Man Standing ,"Action,Drama,Western",1996-09-20,101,47267001,67000000
984,997,Caught ,"Drama,Thriller",1996-01-24,110,0,0
985,998,Set It Off ,"Action,Crime",1996-11-06,118,41590886,9000000
986,999,2 Days in the Valley ,Crime,1996-09-11,104,0,0
987,1000,Curdled ,Crime,1996-09-06,88,49620,2300000
988,1001,Associate,,1979-08-22,94,0,0
989,1002,Ed's Next Move ,Comedy,1996-10-18,88,0,0
990,1003,Extreme Measures ,"Drama,Thriller",1996-09-27,118,17380126,38000000
991,1004,Glimmer Man,,1996-10-04,92,0,45000000
992,1005,D3: The Mighty Ducks ,"Children's,Comedy",1996-10-04,104,22955097,0
993,1006,Chamber,,1996-10-11,113,22540359,50000000
994,1007,Apple Dumpling Gang,,1975-07-01,100,0,0
995,1008,Davy Crockett,,1955-05-25,93,0,0
996,1009,Escape to Witch Mountain ,"Adventure,Children's,Fantasy",1975-03-21,97,20000000,0
997,1010,Love Bug,,1968-12-22,107,0,0
998,1011,Herbie Rides Again ,"Adventure,Children's,Comedy",1974-02-14,88,0,0
999,1012,Old Yeller ,"Children's,Drama",1957-12-25,83,0,0
1000,1013,Parent Trap,,1961-06-12,129,0,0
1001,1014,Pollyanna ,"Children's,Comedy,Drama",1960-05-19,134,0,0
1002,1015,Homeward Bound: The Incredible Journey ,"Adventure,Children's",1993-02-03,84,0,0
1003,1016,Shaggy Dog,,1959-03-19,104,0,0
1004,1017,Swiss Family Robinson ,"Adventure,Children's",1960-12-21,126,0,0
1005,1018,That Darn Cat! ,"Children's,Comedy,Mystery",1965-12-02,112,0,0
1006,1019,20,,1954-12-23,127,28200000,5000000
1007,1020,Cool Runnings ,Comedy,1993-09-30,98,154864401,14000000
1008,1021,Angels in the Outfield ,"Children's,Comedy",1994-07-15,102,50236831,0
1009,1022,Cinderella ,"Animation,Children's,Musical",1950-03-04,74,62141149,2900000
1010,1023,Winnie the Pooh and the Blustery Day ,"Animation,Children's",1968-12-20,25,0,0
1011,1024,Three Caballeros,,1944-07-21,71,0,0
1012,1025,Sword in the Stone,,1963-12-25,79,0,0
1013,1026,So Dear to My Heart ,"Children's,Drama",1948-11-29,79,0,0
1014,1027,Robin Hood: Prince of Thieves ,Drama,1991-06-14,143,390493908,48000000
1015,1028,Mary Poppins ,"Children's,Comedy,Musical",1964-08-27,139,102272727,6000000
1016,1029,Dumbo ,"Animation,Children's,Musical",1941-10-23,64,1600000,812000
1017,1030,Pete's Dragon ,"Adventure,Animation,Children's,Musical",1977-11-03,128,0,10000000
1018,1031,Bedknobs and Broomsticks ,"Adventure,Children's,Musical",1971-10-07,117,0,20000000
1019,1032,Alice in Wonderland ,"Animation,Children's,Musical",1951-07-03,75,572000000,3000000
1020,1033,Fox and the Hound,,1981-07-10,83,29800000,12000000
1021,1034,Freeway ,Crime,1996-08-23,110,0,3000000
1022,1035,Sound of Music,,1965-03-02,174,163214286,8200000
1023,1036,Die Hard ,"Action,Thriller",1988-07-15,131,140767956,28000000
1024,1037,Lawnmower Man,,1992-03-05,108,32101000,10000000
1025,1038,Unhook the Stars ,Drama,1996-09-04,103,0,0
1026,1039,Synthetic Pleasures ,Documentary,1995-09-13,85,0,0
1027,1040,Secret Agent,,1996-11-08,95,0,0
1028,1041,Secrets & Lies ,Drama,1996-05-24,142,13417292,4500000
1029,1042,That Thing You Do! ,Comedy,1996-10-04,108,34585416,0
1030,1043,To Gillian on Her 37th Birthday ,"Drama,Romance",1996-10-18,93,4137645,0
1031,1044,Surviving Picasso ,Drama,1996-09-04,125,1985001,16000000
1032,1045,Love Is All There Is ,"Comedy,Drama",1996-05-10,105,0,0
1033,1046,Beautiful Thing ,"Drama,Romance",1996-06-21,90,1500000,0
1034,1047,Long Kiss Goodnight,,1996-10-11,120,89456761,65000000
1035,1049,Ghost and the Darkness,,1996-10-11,109,75000000,50000000
1036,1050,Looking for Richard ,"Documentary,Drama",1996-10-11,112,0,0
1037,1051,Trees Lounge ,Drama,1996-10-11,95,0,0
1038,1052,Proprietor,,1996-09-09,0,0,0
1039,1053,Normal Life ,"Crime,Drama",1996-01-26,101,0,0
1040,1054,Get on the Bus ,Drama,1996-10-16,120,5731103,2400000
1041,1055,Shadow Conspiracy ,Thriller,1997-01-31,103,2154540,45000000
1042,1056,Jude ,Drama,1996-02-06,123,405000,7000000
1043,1057,Everyone Says I Love You ,"Comedy,Musical,Romance",1996-12-06,101,0,20000000
1044,1058,Bitter Sugar ,Drama,1996-02-10,102,0,0
1045,1059,William Shakespeare's Romeo and Juliet ,"Drama,Romance",1996-10-31,120,147298761,14500000
1046,1060,Swingers ,"Comedy,Drama",1996-10-18,94,4505922,200000
1047,1061,Sleepers ,"Crime,Drama",1996-10-18,147,165615285,44000000
1048,1062,Sunchaser,,1996-05-29,122,0,0
1049,1063,Johns ,Drama,1996-12-10,96,0,0
1050,1064,Aladdin and the King of Thieves ,"Animation,Children's,Comedy",1996-05-20,80,0,0
1051,1065,Woman in Question,,1952-02-18,88,0,0
1052,1066,Shall We Dance? ,"Comedy,Musical,Romance",1937-05-07,109,0,0
1053,1067,Damsel in Distress,,1937-11-19,101,0,0
1054,1068,Crossfire ,"Crime,Film-Noir",1947-07-22,86,0,0
1055,1069,Murder,,1944-12-09,95,0,0
1056,1070,Macao ,Adventure,1952-04-30,81,0,0
1057,1071,For the Moment ,"Romance,War",1993-10-01,115,0,120
1058,1073,Willy Wonka and the Chocolate Factory ,"Adventure,Children's,Comedy,Fantasy",1971-06-29,100,4000000,2900000
1059,1075,Sexual Life of the Belgians,,1994-01-28,85,0,0
1060,1076,Innocents,,1961-12-25,100,0,0
1061,1077,Sleeper ,"Comedy,Sci-Fi",1973-12-17,89,18344729,2000000
1062,1078,Bananas ,"Comedy,War",1971-04-28,82,0,2000000
1063,1079,Fish Called Wanda,,1988-07-15,108,62493712,7500000
1064,1080,Monty Python's Life of Brian ,Comedy,1979-08-16,94,20045115,4000000
1065,1081,Victor/Victoria ,"Comedy,Musical",1982-04-25,132,28215453,0
1066,1082,Candidate,,1972-08-23,110,0,0
1067,1083,Great Race,,1965-07-01,160,25333333,12000000
1068,1084,Bonnie and Clyde ,"Crime,Drama",1967-07-18,111,50700000,2500000
1069,1085,Old Man and the Sea,,1958-10-07,86,0,0
1070,1086,Dial M for Murder ,"Mystery,Thriller",1954-05-29,104,3000000,1400000
1071,1087,Madame Butterfly ,Musical,1995-11-22,135,0,0
1072,1088,Dirty Dancing ,"Musical,Romance",1987-08-21,100,213954274,6000000
1073,1089,Reservoir Dogs ,"Crime,Thriller",1992-06-25,99,14661007,1200000
1074,1090,Platoon ,"Drama,War",1986-12-18,120,138530565,6000000
1075,1091,Weekend at Bernie's ,Comedy,1989-07-05,97,30218387,6500000
1076,1092,Basic Instinct ,"Mystery,Thriller",1992-03-20,127,352927224,49000000
1077,1093,Doors,,1991-03-01,140,34416893,38000000
1078,1094,Crying Game,,1992-09-02,112,62548947,3705538
1079,1095,Glengarry Glen Ross ,Drama,1992-09-15,100,10725228,12500000
1080,1096,Sophie's Choice ,Drama,1982-12-08,151,30036000,12000000
1081,1097,E.T. the Extra-Terrestrial ,"Children's,Drama,Fantasy,Sci-Fi",1982-04-03,115,792910554,10500000
1082,1098,Search for One-eye Jimmy,,1994-11-14,80,0,0
1083,1099,Christmas Carol,,1938-12-16,69,0,0
1084,1100,Days of Thunder ,"Action,Romance",1990-06-27,107,157920733,60000000
1085,1101,Top Gun ,"Action,Romance",1986-05-16,110,356830601,15000000
1086,1102,American Strays ,Action,1996-09-12,97,1910,0
1087,1103,Rebel Without a Cause ,Drama,1955-10-27,111,0,1500000
1088,1104,Streetcar Named Desire,,1951-09-18,125,8000000,1800000
1089,1105,Children of the Corn IV: The Gathering ,Horror,1996-10-08,85,0,0
1090,1106,Leopard Son,,1996-09-27,87,0,0
1091,1107,Loser ,Comedy,0,,,
1092,1108,Prerokbe Ognja ,Documentary,0,,,
1093,1109,Charm's Incidents ,Drama,0,,,
1094,1110,Bird of Prey ,Action,1995-09-12,105,0,0
1095,1111,Microcosmos ,Documentary,1996-05-20,80,0,0
1096,1112,Palookaville ,"Action,Drama",1995-09-07,92,0,0
1097,1113,Associate,,1996-10-25,114,0,0
1098,1114,Funeral,,1996-01-26,99,0,0
1099,1115,Sleepover ,"Comedy,Drama",2013-10-12,6,0,0
1100,1116,Single Girl,,1995-05-29,90,0,0
1101,1117,Eighth Day,,1996-01-01,118,0,0
1102,1118,Tashunga ,"Adventure,Western",1996-01-03,90,0,0
1103,1119,Drunks ,Drama,1997-03-14,90,0,0
1104,1120,People vs. Larry Flynt,,1996-10-13,129,20300385,36000000
1105,1121,Glory Daze ,Drama,1995-10-01,100,0,0
1106,1122,Plutonium Circus ,Documentary,0,,,
1107,1123,Perfect Candidate,,1996-06-19,105,0,0
1108,1124,On Golden Pond ,Drama,1981-12-04,109,19255967,0
1109,1125,Return of the Pink Panther,,1975-05-21,113,41833347,5000000
1110,1126,Drop Dead Fred ,"Comedy,Fantasy",1991-04-19,103,13,0
1111,1127,Abyss,,1989-08-08,139,90000098,70000000
1112,1128,Fog,,1980-02-08,89,21378361,1000000
1113,1129,Escape from New York ,"Action,Adventure,Sci-Fi,Thriller",1981-06-24,99,50000000,6000000
1114,1130,Howling,,1981-04-03,91,17985893,1000000
1115,1131,Jean de Florette ,Drama,1986-08-27,120,0,0
1116,1132,Manon of the Spring ,Drama,1986-11-19,120,0,0
1117,1133,Talking About Sex ,"Comedy,Drama",0,,,
1118,1134,Johnny 100 Pesos ,"Action,Drama",1993-01-01,90,0,0
1119,1135,Private Benjamin ,Comedy,1980-10-06,109,0,0
1120,1136,Monty Python and the Holy Grail ,Comedy,1975-03-13,91,5028948,400000
1121,1137,Hustler White ,Romance,1996-07-19,79,127251,0
1122,1138,Dadetown ,Documentary,1995-09-02,93,0,0
1123,1139,Everything Relative ,Drama,1996-09-13,110,0,0
1124,1140,Entertaining Angels: The Dorothy Day Story ,Drama,1996-09-27,112,0,0
1125,1141,Hoogste tijd ,Drama,0,,,
1126,1142,Get Over It ,Drama,0,,,
1127,1143,Three Lives and Only One Death ,Comedy,1996-05-15,123,0,500000
1128,1144,Line King: Al Hirschfeld,,1996-09-27,86,0,0
1129,1145,Snowriders ,Documentary,1996-10-17,96,2035470,0
1130,1146,Curtis's Charm ,"Comedy,Drama",1995-09-18,74,0,0
1131,1147,When We Were Kings ,Documentary,1996-10-25,89,2666118,0
1132,1148,Wrong Trousers,,1993-12-17,30,0,0
1133,1149,JLG/JLG - autoportrait de d_cembre ,"Documentary,Drama",1994-01-01,62,0,0
1134,1150,Return of Martin Guerre,,1982-05-12,122,0,0
1135,1151,Faust ,"Animation,Comedy,Thriller",1994-09-10,97,0,0
1136,1152,He Walked by Night ,"Crime,Film-Noir,Thriller",1948-11-24,79,0,0
1137,1153,Raw Deal ,Film-Noir,1948-05-26,79,0,0
1138,1154,T-Men ,Film-Noir,1947-12-15,92,0,0
1139,1155,Invitation,,0,,,
1140,1156,Children Are Watching us,,1944-10-27,84,0,0
1141,1157,Symphonie pastorale,,1946-09-26,110,0,0
1142,1158,Here Comes Cookie ,Comedy,1935-09-10,65,0,0
1143,1159,Love in Bloom ,Romance,1935-04-20,75,0,0
1144,1160,Six of a Kind ,Comedy,1934-02-09,62,0,0
1145,1161,Tin Drum,,1979-05-02,142,0,0
1146,1162,Ruling Class,,1972-09-13,154,0,0
1147,1163,Mina Tannenbaum ,Drama,1994-03-02,0,0,0
1148,1164,Two or Three Things I Know About Her ,Drama,1967-03-17,100,0,0
1149,1165,Bloody Child,,1996-10-26,85,0,0
1150,1166,Farmer & Chase ,Comedy,0,,,
1151,1167,Dear God ,Comedy,1996-11-01,112,0,0
1152,1168,Bad Moon ,Horror,1996-11-01,80,1100000,7000000
1153,1169,American Dream ,Documentary,1990-09-28,98,269823,0
1154,1170,Best of the Best 3: No Turning Back ,Action,1995-05-17,90,0,0
1155,1171,Bob Roberts ,Comedy,1992-09-04,102,0,0
1156,1172,Cinema Paradiso ,"Comedy,Drama,Romance",1988-11-17,124,11990401,0
1157,1173,Cook the Thief His Wife & Her Lover,,1989-09-10,125,0,0
1158,1174,Grosse Fatigue ,Comedy,1994-05-18,0,0,0
1159,1175,Delicatessen ,"Comedy,Sci-Fi",1991-04-17,99,13760640,4000000
1160,1176,Double Life of Veronique,,1991-05-15,97,1999955,0
1161,1177,Enchanted April ,Drama,1991-11-06,89,13200170,0
1162,1178,Paths of Glory ,"Drama,War",1957-09-18,88,0,935000
1163,1179,Grifters,,1990-09-14,110,13446769,0
1164,1180,Hear My Song ,Comedy,1991-12-27,113,0,0
1165,1181,Shooter,,1997-10-23,91,0,0
1166,1183,English Patient,,1996-11-14,162,231976425,27000000
1167,1184,Mediterraneo ,"Comedy,War",1991-01-31,96,4532791,0
1168,1185,My Left Foot ,Drama,1989-07-21,103,14743391,645180
1169,1186,Sex,,1989-08-18,100,0,1200000
1170,1187,Passion Fish ,Drama,1992-12-11,135,0,0
1171,1188,Strictly Ballroom ,"Comedy,Romance",1992-08-20,94,33946224,3000000
1172,1189,Thin Blue Line,,1988-08-28,103,0,0
1173,1190,Tie Me Up! Tie Me Down! ,Drama,1989-12-12,111,0,0
1174,1191,Madonna: Truth or Dare ,Documentary,1991-05-10,114,29,0
1175,1192,Paris Is Burning ,Documentary,1990-03-13,71,3779620,500000
1176,1193,One Flew Over the Cuckoo's Nest ,Drama,1975-11-18,133,108981275,3000000
1177,1194,Up in Smoke ,Comedy,1978-01-01,86,41590893,0
1178,1196,Star Wars: Episode V - The Empire Strikes Back ,"Action,Adventure,Drama,Sci-Fi,War",1980-01-01,124,538400000,18000000
1179,1197,Princess Bride,,1987-09-18,98,30857814,16000000
1180,1198,Raiders of the Lost Ark ,"Action,Adventure",1981-06-12,115,389925971,18000000
1181,1199,Brazil ,Sci-Fi,1985-02-20,132,0,15000000
1182,1200,Aliens ,"Action,Sci-Fi,Thriller,War",1986-07-18,137,131060248,18500000
1183,1201,Good,,1966-12-23,161,6000000,1200000
1184,1202,Withnail and I ,Comedy,1987-01-01,107,0,0
1185,1203,12 Angry Men ,Drama,1957-03-25,96,1000000,340000
1186,1204,Lawrence of Arabia ,"Adventure,War",1962-12-10,216,70000000,15000000
1187,1205,Transformers: The Movie,,0,,,
1188,1206,Clockwork Orange,,1971-12-18,136,26589000,2200000
1189,1207,To Kill a Mockingbird ,Drama,1962-12-25,129,13129846,2000000
1190,1208,Apocalypse Now ,"Drama,War",1979-08-15,194,83471511,31500000
1191,1209,Once Upon a Time in the West ,Western,1968-12-21,175,5321508,5000000
1192,1210,Star Wars: Episode VI - Return of the Jedi ,"Action,Adventure,Romance,Sci-Fi,War",1983-05-23,135,572700000,32350000
1193,1211,Wings of Desire ,"Comedy,Drama,Romance",1987-01-01,128,0,2500000
1194,1212,Third Man,,1949-08-31,104,596349,0
1195,1213,GoodFellas ,"Crime,Drama",1990-09-12,146,46836394,25000000
1196,1214,Alien ,"Action,Horror,Sci-Fi,Thriller",1979-05-25,117,104931801,11000000
1197,1215,Army of Darkness ,"Action,Adventure,Comedy,Horror,Sci-Fi",1992-10-09,81,0,11000000
1198,1216,Big Blue,,1988-05-11,168,0,0
1199,1217,Ran ,"Drama,War",1985-06-01,162,4069653,11500000
1200,1218,Killer,,1989-07-06,111,0,0
1201,1219,Psycho ,"Horror,Thriller",1960-08-14,109,32000000,806948
1202,1220,Blues Brothers,,1980-06-17,133,115229890,27000000
1203,1221,Godfather: Part II,,1974-12-20,200,47542841,13000000
1204,1222,Full Metal Jacket ,"Action,Drama,War",1987-06-26,116,46357676,17000000
1205,1223,Grand Day Out,,1990-05-18,23,0,0
1206,1224,Henry V ,"Drama,War",1989-10-05,137,0,9000000
1207,1225,Amadeus ,Drama,1984-10-26,160,51973029,18000000
1208,1226,Quiet Man,,1952-07-21,129,0,0
1209,1227,Once Upon a Time in America ,"Crime,Drama,Thriller",1984-02-17,229,0,30000000
1210,1228,Raging Bull ,Drama,1980-11-14,129,23000000,18000000
1211,1230,Annie Hall ,"Comedy,Romance",1977-04-19,93,38251425,4000000
1212,1231,Right Stuff,,1983-10-21,193,21500000,27000000
1213,1232,Stalker ,"Mystery,Sci-Fi",1979-04-16,163,0,100000
1214,1233,Boat,,1981-09-16,149,85000000,14000000
1215,1234,Sting,,1973-12-25,129,159616327,5500000
1216,1235,Harold and Maude ,Comedy,1971-12-20,91,0,1200000
1217,1236,Trust ,"Comedy,Drama",1990-09-09,107,0,700000
1218,1237,Seventh Seal,,1957-02-16,97,0,0
1219,1238,Local Hero ,Comedy,1983-02-17,111,0,0
1220,1240,Terminator,,1984-10-26,108,78371200,6400000
1221,1241,Braindead ,"Comedy,Horror",1992-08-13,104,242623,3000000
1222,1242,Glory ,"Action,Drama,War",1989-12-15,122,26828365,18000000
1223,1243,Rosencrantz and Guildenstern Are Dead ,"Comedy,Drama",1990-09-12,117,0,0
1224,1244,Manhattan ,"Comedy,Drama,Romance",1979-04-25,96,39946780,0
1225,1245,Miller's Crossing ,Drama,1990-09-21,115,5080409,14000000
1226,1246,Dead Poets Society ,Drama,1989-06-02,129,235860116,16400000
1227,1247,Graduate,,1967-12-21,106,104397102,3000000
1228,1248,Touch of Evil ,"Crime,Film-Noir,Thriller",1958-04-23,95,2247465,829000
1229,1249,Nikita ,Thriller,1990-02-21,115,5000000,0
1230,1250,Bridge on the River Kwai,,1957-10-02,161,33300000,3000000
1231,1251,8 1/2 ,Drama,1963-02-14,138,0,0
1232,1252,Chinatown ,"Film-Noir,Mystery,Thriller",1974-06-20,130,30000000,6000000
1233,1253,Day the Earth Stood Still,,1951-09-17,92,0,1200000
1234,1254,Treasure of the Sierra Madre,,1948-01-24,126,4307000,3800000
1235,1255,Bad Taste ,"Comedy,Horror",1987-12-01,91,0,25710
1236,1256,Duck Soup ,"Comedy,War",1933-11-17,68,0,0
1237,1257,Better Off Dead... ,Comedy,1985-10-11,97,10297601,0
1238,1258,Shining,,1980-05-22,144,44017374,19000000
1239,1259,Stand by Me ,"Adventure,Comedy,Drama",1986-08-07,89,52287000,8000000
1240,1260,M ,"Crime,Film-Noir,Thriller",1931-05-11,117,0,0
1241,1261,Evil Dead II ,"Action,Adventure,Comedy,Horror",1987-03-13,84,5923044,3600000
1242,1262,Great Escape,,1963-06-20,172,5000000,4000000
1243,1263,Deer Hunter,,1978-12-08,183,50000000,15000000
1244,1264,Diva ,"Action,Drama,Mystery,Romance,Thriller",1981-03-11,117,0,0
1245,1265,Groundhog Day ,"Comedy,Romance",1993-02-11,101,70906973,14600000
1246,1266,Unforgiven ,Western,1992-08-07,131,159157447,14000000
1247,1267,Manchurian Candidate,,1962-10-24,126,96105910,80000000
1248,1268,Pump Up the Volume ,Drama,1990-08-22,105,11541758,0
1249,1269,Arsenic and Old Lace ,"Comedy,Mystery,Thriller",1944-01-01,118,0,1120175
1250,1270,Back to the Future ,"Comedy,Sci-Fi",1985-07-03,116,381109762,19000000
1251,1271,Fried Green Tomatoes ,Drama,1991-12-27,130,119418501,11000000
1252,1272,Patton ,"Drama,War",1970-01-25,172,89800000,12000000
1253,1273,Down by Law ,"Comedy,Drama",1986-05-01,107,0,0
1254,1274,Akira ,"Adventure,Animation,Sci-Fi,Thriller",1988-07-16,124,553171,10000000
1255,1275,Highlander ,"Action,Adventure",1986-03-07,116,5900000,16000000
1256,1276,Cool Hand Luke ,"Comedy,Drama",1967-06-22,126,16217773,3000000
1257,1277,Cyrano de Bergerac ,"Action,Drama,Romance",1990-03-28,137,0,0
1258,1278,Young Frankenstein ,"Comedy,Horror",1974-12-15,106,86273333,2800000
1259,1279,Night on Earth ,"Comedy,Drama",1991-10-03,129,2015810,0
1260,1280,Raise the Red Lantern ,Drama,1991-12-20,125,0,0
1261,1281,Great Dictator,,1940-10-15,125,11000000,2000000
1262,1282,Fantasia ,"Animation,Children's,Musical",1940-11-13,124,76000000,2280000
1263,1283,High Noon ,Western,1952-03-27,85,8000000,750000
1264,1284,Big Sleep,,1946-08-23,116,0,0
1265,1285,Heathers ,Comedy,1988-10-01,102,1108462,0
1266,1286,Somewhere in Time ,"Drama,Romance",1980-10-02,103,0,5100000
1267,1287,Ben-Hur ,"Action,Adventure,Drama",1959-12-26,212,90000000,15000000
1268,1288,This Is Spinal Tap ,"Comedy,Drama,Musical",1984-05-04,82,4736202,0
1269,1289,Koyaanisqatsi ,"Documentary,War",1982-06-06,87,1723872,0
1270,1290,Some Kind of Wonderful ,"Drama,Romance",1987-02-27,95,18553948,0
1271,1291,Indiana Jones and the Last Crusade ,"Action,Adventure",1989-05-24,127,474171806,48000000
1272,1292,Being There ,Comedy,1979-12-19,130,30177511,0
1273,1293,Gandhi ,Drama,1982-11-30,191,77737889,22000000
1274,1294,M*A*S*H ,"Comedy,War",0,,,
1275,1295,Unbearable Lightness of Being,,1988-02-05,171,0,0
1276,1296,Room with a View,,1986-03-07,117,20966644,3000000
1277,1297,Real Genius ,Comedy,1985-08-07,106,13000000,0
1278,1298,Pink Floyd - The Wall ,"Drama,Musical,War",1982-07-14,95,0,0
1279,1299,Killing Fields,,1984-11-02,141,34700291,14400000
1280,1300,My Life as a Dog ,Drama,1985-12-12,101,0,0
1281,1301,Forbidden Planet ,Sci-Fi,1956-03-15,98,3250000,1900000
1282,1302,Field of Dreams ,Drama,1989-04-21,107,84431625,0
1283,1303,Man Who Would Be King,,1975-12-03,129,0,0
1284,1304,Butch Cassidy and the Sundance Kid ,"Action,Comedy,Western",1969-09-23,110,102308889,6000000
1285,1305,Paris,,1984-05-19,147,2181987,1746964
1286,1306,Until the End of the World ,"Drama,Sci-Fi",1991-09-12,287,0,23000000
1287,1307,When Harry Met Sally... ,"Comedy,Romance",1989-07-12,96,92823546,16000000
1288,1308,I Shot a Man in Vegas ,Comedy,1996-10-18,86,0,0
1289,1309,Parallel Sons ,"Drama,Romance",1995-01-01,93,0,0
1290,1310,Hype! ,Documentary,1996-11-08,84,0,0
1291,1311,Santa with Muscles ,Comedy,1996-11-08,97,0,0
1292,1312,Female Perversions ,Drama,1996-01-22,119,0,0
1293,1313,Mad Dog Time ,Crime,1996-11-08,93,0,0
1294,1314,Breathing Room ,Romance,1996-11-08,90,0,0
1295,1315,Paris Was a Woman ,Documentary,1996-02-19,75,0,0
1296,1316,Anna ,Drama,0,,,
1297,1317,I'm Not Rappaport ,Comedy,1996-12-24,135,0,0
1298,1318,Blue Juice ,"Comedy,Drama",1995-09-15,90,0,0
1299,1319,Kids of Survival ,Documentary,1996-09-05,0,0,0
1300,1320,Alien_ ,"Action,Horror,Sci-Fi,Thriller",1992-05-22,114,159773545,50000000
1301,1321,American Werewolf in London,,1981-08-21,97,31973249,10000000
1302,1322,Amityville 1992: It's About Time ,Horror,1992-07-16,91,0,0
1303,1323,Amityville 3-D ,Horror,1983-11-18,105,6333135,0
1304,1324,Amityville: Dollhouse ,Horror,1996-10-02,93,0,0
1305,1325,Amityville: A New Generation ,Horror,1993-09-29,90,0,1500000
1306,1326,Amityville II: The Possession ,Horror,1982-09-24,104,12534817,0
1307,1327,Amityville Horror,,1979-07-27,117,86432000,0
1308,1328,Amityville Curse,,1989-12-01,91,0,0
1309,1329,Blood For Dracula ,Horror,1974-08-13,103,0,0
1310,1330,April Fool's Day ,"Comedy,Horror",1986-03-28,89,0,5000000
1311,1331,Audrey Rose ,Horror,1977-04-06,113,0,0
1312,1332,Believers,,1987-06-09,114,18753438,0
1313,1333,Birds,,1963-03-28,119,11403529,2500000
1314,1334,Blob,,1958-09-12,86,0,240000
1315,1335,Blood Beach ,"Action,Horror",1980-09-01,92,0,0
1316,1336,Body Parts ,Horror,1991-08-02,88,0,0
1317,1337,Body Snatcher,,1945-05-25,77,0,0
1318,1339,Bram Stoker's Dracula ,"Horror,Romance",1992-11-13,128,215862692,40000000
1319,1340,Bride of Frankenstein ,Horror,1935-04-21,75,0,393750
1320,1341,Burnt Offerings ,Horror,1976-10-18,116,0,0
1321,1342,Candyman ,Horror,1992-10-16,99,25792310,6000000
1322,1343,Cape Fear ,Thriller,1991-11-15,128,182300000,35000000
1323,1344,Cape Fear ,"Film-Noir,Thriller",1962-04-12,105,0,0
1324,1345,Carrie ,Horror,1976-11-03,98,33800000,1800000
1325,1346,Cat People ,Horror,1982-04-02,118,0,0
1326,1347,Nightmare on Elm Street,,1984-11-15,91,25504513,1800000
1327,1348,Nosferatu ,,1922-03-06,94,0,0
1328,1349,Nosferatu a Venezia ,Horror,1988-09-15,97,0,0
1329,1350,Omen,,1976-06-06,111,60922980,2800000
1330,1351,Blood & Wine ,Drama,1996-09-28,101,0,26000000
1331,1352,Albino Alligator ,"Crime,Thriller",1996-09-09,97,0,6000000
1332,1353,Mirror Has Two Faces,,1996-11-15,126,0,42000000
1333,1354,Breaking the Waves ,Drama,1996-01-01,159,3803298,0
1334,1355,Nightwatch ,"Horror,Thriller",1997-01-31,102,1179002,0
1335,1356,Star Trek: First Contact ,"Action,Adventure,Sci-Fi",1996-11-21,111,150000000,46000000
1336,1357,Shine ,"Drama,Romance",1996-01-21,105,0,0
1337,1358,Sling Blade ,"Drama,Thriller",1996-08-30,135,24475416,1000000
1338,1359,Jingle All the Way ,"Adventure,Children's,Comedy",1996-11-15,89,129832389,60000000
1339,1360,Identification of a Woman ,Drama,1982-05-23,128,0,0
1340,1361,Paradise Lost: The Child Murders at Robin Hood Hills ,Documentary,1996-12-03,150,0,0
1341,1362,Garden of Finzi-Contini,,0,,,
1342,1363,Preacher's Wife,,1996-12-13,124,48093211,40000000
1343,1364,Zero Kelvin ,Action,1995-09-29,118,0,2535000
1344,1365,Ridicule ,Drama,1996-05-09,102,2503829,3000000
1345,1366,Crucible,,1996-11-27,124,0,25000000
1346,1367,101 Dalmatians ,"Children's,Comedy",1996-11-17,103,320689294,54000000
1347,1368,Forbidden Christ,,1951-06-08,0,0,0
1348,1369,I Can't Sleep ,"Drama,Thriller",1994-05-18,112,0,0
1349,1370,Die Hard 2 ,"Action,Thriller",1990-07-02,124,240031094,70000000
1350,1371,Star Trek: The Motion Picture ,"Action,Adventure,Sci-Fi",1979-12-06,132,139000000,35000000
1351,1372,Star Trek VI: The Undiscovered Country ,"Action,Adventure,Sci-Fi",1991-12-05,113,96900000,27000000
1352,1373,Star Trek V: The Final Frontier ,"Action,Adventure,Sci-Fi",1989-06-09,107,70200000,30000000
1353,1374,Star Trek: The Wrath of Khan ,"Action,Adventure,Sci-Fi",1982-06-03,113,96800000,12000000
1354,1375,Star Trek III: The Search for Spock ,"Action,Adventure,Sci-Fi",1984-05-31,105,87000000,18000000
